time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0.189087,29.620337,-28.633633,8.114614,0.853963,0.031093,2.372705,-65.615328,22.735664,-20.944894,-84.861013,-51.706398,0.000000,0.000000,-33.258760,-37.173432,-1.357061,7.047128,9.883607,9.314863,0.000000,-33.956796,22.735429,1.994920
0.199038,7.733607,6.685062,-3.197223,0.184188,-3.632166,0.860415,-24.432397,-14.158212,-0.620639,-60.671136,-39.668840,0.000000,0.000000,-5.097182,-0.006808,-16.626621,-0.382948,4.997577,5.694694,0.000000,-5.295544,-11.341647,3.412511
0.208990,20.775837,-13.278451,0.548546,0.672893,-1.505693,2.396068,-49.279296,12.248272,-3.941137,-73.803035,-37.997391,0.000000,0.000000,-23.520650,-24.529652,-27.178179,-1.429084,5.505853,10.635196,0.000000,-21.022343,7.855668,7.137108
0.218942,12.098848,-14.328057,0.078336,0.477109,-2.836539,2.509811,-35.978264,15.383822,-1.131851,-65.209778,-50.693791,0.000000,0.000000,-15.456566,-28.974014,-37.681362,7.345561,35.780451,60.555970,0.000000,-11.321039,8.531841,9.023983
0.228894,-40.973629,63.092379,-13.909328,-3.519502,-10.178837,-2.995778,54.700396,-78.100551,18.996048,-18.170572,-11.823391,0.000000,0.000000,63.136783,65.589193,0.324480,16.360774,-3.904685,-27.737436,0.000000,46.589772,-62.339689,-8.217228
0.238846,-11.159658,39.628675,-14.812944,-0.166169,-5.820225,0.930475,0.652228,-44.884811,16.682618,-42.690000,-0.626527,0.000000,0.000000,16.314889,43.965404,7.982463,0.870085,-32.920994,-36.209029,0.000000,16.465282,-48.475719,-1.572818
0.248798,34.359590,-13.268778,-6.484476,3.353005,0.022161,4.812533,-78.578778,23.722228,2.613364,-81.198342,-12.334243,0.000000,0.000000,-45.599265,-18.864550,-39.102745,-5.476649,-10.107972,39.497680,0.000000,-31.091958,0.499634,10.052351
0.258750,12.309952,11.951232,-0.335485,1.097099,-3.324818,-0.039434,-36.375069,-29.075643,-21.361601,-36.653479,81.453979,342.237022,0.000000,-10.720542,8.576767,-23.864594,9.993013,12.140863,14.304914,0.000000,-9.755258,-13.941131,-3.545487
0.268702,-7.664306,23.602428,-3.815977,-0.204120,-5.936962,-0.012096,-8.334482,-31.171113,-9.362585,-33.735886,18.604716,123.572927,0.000000,10.178431,22.090570,22.042488,2.893728,-1.634226,-37.773336,0.000000,10.093500,-26.648839,-3.781749
0.278654,-5.215183,16.394487,-5.018655,0.987192,-5.000540,0.507599,-16.078998,-12.721649,2.511111,-44.061314,-12.396365,35.811909,0.000000,2.969844,16.311190,25.656771,-1.252225,-4.304270,-33.689306,0.000000,9.214005,-19.533195,-3.575987
