time,Fx_l,Fy_l,Fz_l,Fx_r,Fy_r,Fz_r
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.009952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.029856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.049760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.069663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.079615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.089567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.099519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.109471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.129375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.139327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.149279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.159231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.169183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.189087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.199038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.208990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.218942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.228894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.238846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.248798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.258750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.268702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.278654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.288606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.298558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.308510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.318462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.328413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.338365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.348317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.358269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.368221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.378173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.388125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.398077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.408029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.417981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.427933,3.981139,12.482647,2.897830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.437885,1.803634,49.527824,5.893737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.447837,-4.549121,109.369485,9.536500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.457788,-17.132737,187.827102,12.511633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.467740,-36.692049,268.338224,12.316523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.477692,-59.964885,340.499238,7.098856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.487644,-81.748790,405.160888,-2.672071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.497596,-100.261937,464.873924,-15.321236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.507548,-116.823947,520.128385,-28.149312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.517500,-130.968696,572.007229,-38.606227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.527452,-141.184212,621.978654,-45.684076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.537404,-146.620904,668.383679,-49.702445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.547356,-147.152256,708.106971,-51.369075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.557308,-143.459809,738.048409,-51.514910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.567260,-136.598590,756.051201,-50.927712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.577212,-127.467038,761.440745,-50.140163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.587163,-116.895122,754.511744,-49.580288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.597115,-105.742468,736.214201,-49.493386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.607067,-94.615271,708.676456,-49.834445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.617019,-83.784786,674.949344,-50.332418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.626971,-73.525162,638.078123,-50.615516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
